label,text
dvi,"World Congress of the International Society for Forensic Genetics, Melbourne, 2013 David in front of his Poster presentation entitled 'Joining the Ranks: South Africa on Track to Adopting DNA Legislation.' The first two days were set aside for dual-track workshops, where in depth training and discussion on various forensic-related subject matters took place. Of the various topics being presented on,"
dvi,"where in depth training and discussion on various forensic-related subject matters took place. Of the various topics being presented on, I opted to attend the sessions on Disaster Victim Identification for biologists and Wildlife Forensics. The other workshops that were presented included Basic Principles and Advanced Topics in Forensic DNA Evidence Interpretation, Genomics; Implementation of messenger RNA body fluid testing"
dvi,"presented included Basic Principles and Advanced Topics in Forensic DNA Evidence Interpretation, Genomics; Implementation of messenger RNA body fluid testing in forensic case work; Forensic DNA Phenotyping; Ancestry analysis as an investigative tool using autosomal binary markers; and DNA Lineage marker Interpretation. David pictured here together with Bruce Budowle (exFBI and forensic science expert) and Prof. Sir Alec Jeffreys (the"
dvi,"marker Interpretation. David pictured here together with Bruce Budowle (exFBI and forensic science expert) and Prof. Sir Alec Jeffreys (the 'father' of forensic genetics, who first discovered the forensic application of DNA analysis in 1984). The use of DNA profiling for human identification can extend beyond that for the sole purpose of criminal investigation and is often useful in identifying"
dvi,"for human identification can extend beyond that for the sole purpose of criminal investigation and is often useful in identifying missing individuals or those who have been victims of mass or natural disasters as well. Disaster victim identification (DVI) is the application of forensic genetics in conjunction with other forms of personal identification (such as fingerprints, dental records, visual identification"
dvi,"the application of forensic genetics in conjunction with other forms of personal identification (such as fingerprints, dental records, visual identification and personal effects) that may prove useful in identifying such individuals. The concept of 'relentless preparedness' was stressed at the workshop - it is vital that there are thoroughly developed procedures in place at both local and national levels to"
dvi,"workshop - it is vital that there are thoroughly developed procedures in place at both local and national levels to ensure that, if any disaster were to occur, the subsequent processes can be integrated as seamlessly as possible. This requires planning at all stages of the DVI processes, including those at the scene, the mortuary, the laboratory and the administrative"
dvi,"planning at all stages of the DVI processes, including those at the scene, the mortuary, the laboratory and the administrative processes linking these together. Examples of previous disasters such as the 2004 Tsunami and the Bali bombings were discussed. Experiences from such disasters have led to a general consensus that DNA should not be used only after unsuccessful attempts at"
dvi,"from such disasters have led to a general consensus that DNA should not be used only after unsuccessful attempts at identifying individuals through other means has first taken place. Instead, DNA should be used as the primary driver of the investigations, allowing other details available to complement the DNA results. Although more expensive to conduct, DNA profiling can ensure that"
dvi,"investigations, allowing other details available to complement the DNA results. Although more expensive to conduct, DNA profiling can ensure that unnecessary re-identifications are avoided in the long run if misidentifications had occurred through e.g. incorrect visual identification or the wrong identification documents being found on a deceased individual. More information on disaster victim identification is available on the INTERPOL DVI"
dvi,"identification documents being found on a deceased individual. More information on disaster victim identification is available on the INTERPOL DVI web page. The illegal trafficking and trade in protected and endangered wildlife is estimated to be an operation worth approximately USD 53 billion a year. This applies to numerous species of animals, plants and protists. Identifying many of these species"
dvi,"USD 53 billion a year. This applies to numerous species of animals, plants and protists. Identifying many of these species accurately is challenging, especially for those where juvenile individuals are involved, or where parts of an individual are trafficked (and not the whole organism), such as seeds of protected plants or the limbs of animals. These items may be mislabelled"
dvi,"not the whole organism), such as seeds of protected plants or the limbs of animals. These items may be mislabelled in order to deceive officials at ports of entry and can then not be accurately identified. Wildlife forensics is another interesting application of DNA profiling or barcoding, in that it allows for the accurate identification of either an individual or"
dvi,"interesting application of DNA profiling or barcoding, in that it allows for the accurate identification of either an individual or the assignment of a species in cases where too little sample or too little visual information is available to identify it otherwise. This is still a developing discipline of forensic science, but is progressing rapidly. Attempts are being made to"
dvi,"it otherwise. This is still a developing discipline of forensic science, but is progressing rapidly. Attempts are being made to standardise processes across laboratories worldwide in order to ensure that best practices are written up and can be applied. Additional information can also be found at the Society for Wildlife Forensic Science's website. The plenary sessions of the Congress were"
dvi,"information can also be found at the Society for Wildlife Forensic Science's website. The plenary sessions of the Congress were structured around multiple themes, and included sessions on next-generation sequencing and rapid DNA analysis; genetic identification of body fluids; Y-STR analysis for ancestry and male or paternally-linked associations; wildlife forensics; complex mixture analyses and statistical considerations and SNP analysis in"
dvi,"analysis for ancestry and male or paternally-linked associations; wildlife forensics; complex mixture analyses and statistical considerations and SNP analysis in forensic phenotyping (including the prediction of eye colour, hair colour, skin colour and overall physical appearance). Various researchers, academics and forensic scientists presented the results of their studies and experiences and enabled discussions to take place on those topics which"
dvi,forensic scientists presented the results of their studies and experiences and enabled discussions to take place on those topics which are currently at the forefront of forensic science research. This Congress was a wonderful experience and it was an honour to have met and listened to international experts in various disciplines of forensic genetics. I left with a wealth of
dvi,"to have met and listened to international experts in various disciplines of forensic genetics. I left with a wealth of additional information and new contacts that I hope will be beneficial in helping move South African forensic genetics expertise and skill forwards in future. David Swanepoel 8- http://www.science.org.au/events/conferences-and- workshops/australiaindonesia06/gidley.html AUSTRALIA-INDONESIA JOINT SYMPOSIUM IN SCIENCE AND TECHNOLOGY Jakarta, 13-17 September 2006"
dvi,"skill forwards in future. David Swanepoel 8- http://www.science.org.au/events/conferences-and- workshops/australiaindonesia06/gidley.html AUSTRALIA-INDONESIA JOINT SYMPOSIUM IN SCIENCE AND TECHNOLOGY Jakarta, 13-17 September 2006 DVI (Disaster Victim Identification) and forensic science Professor David Gidley, Managing Director Forensics WorldWide P/L, Indonesia Almost daily somewhere in the world we hear about disasters occurring with multiple lives lost, hazardous rescue efforts, the occasional miracle survival, but more"
dvi,"the world we hear about disasters occurring with multiple lives lost, hazardous rescue efforts, the occasional miracle survival, but more normally the recovery and identification of victim's remains, all of which tends to fade quite quickly after the initial burst of 3-5 days news coverage. Even today many people fail to recognise the critical role that forensics plays in these"
dvi,"of 3-5 days news coverage. Even today many people fail to recognise the critical role that forensics plays in these events, especially in the parallel roles of Disaster Victim Identification (DVI) and the important crime scene investigation that is essential to identifying the perpetrator(s). While we all know that deceased and missing persons are identified from various techniques including; physical"
dvi,"to identifying the perpetrator(s). While we all know that deceased and missing persons are identified from various techniques including; physical features, personal belongings, fingerprints, dental records, and DNA, what is frequently overlooked is the skills, the resources, and the practice that is necessary to have these activities readily plugged into the incident as soon as possible after the event. Just"
dvi,"that is necessary to have these activities readily plugged into the incident as soon as possible after the event. Just as forensic science today can provide pro-active support (intelligence) to crime investigation, so too it can provide important support before the occurrence of terrorist incidents as an adjunct to investigative intelligence. Increasingly this aspect of forensic work is growing in"
dvi,"the occurrence of terrorist incidents as an adjunct to investigative intelligence. Increasingly this aspect of forensic work is growing in importance and applies not just in the more traditional areas of forensic testing and analysis, but now across a much broader range of fields described as nuclear, biological and chemical (NCB). As an example, bio-crime or bio-terrorism, can deliver outcomes"
dvi,"broader range of fields described as nuclear, biological and chemical (NCB). As an example, bio-crime or bio-terrorism, can deliver outcomes where the economic impact can be as devastating as the loss of life we see in more traditional terror attacks. The importance of forming alliances, partnerships and MOU's is critical to dealing with these threats and incidents and forensics is"
dvi,"The importance of forming alliances, partnerships and MOU's is critical to dealing with these threats and incidents and forensics is no exception. No one forensic agency can cope with all possible scenarios, and efforts to establish such cooperative arrangements are essential now and for the future. 9- http://www.afp.gov.au/about-the-afp/executive-structure/slater-julian.aspx Assistant Commissioner Julian Slater OAM National Manager Forensic and Data Centres Assistant"
dvi,"essential now and for the future. 9- http://www.afp.gov.au/about-the-afp/executive-structure/slater-julian.aspx Assistant Commissioner Julian Slater OAM National Manager Forensic and Data Centres Assistant Commissioner Slater joined the Australian Federal Police (AFP) in 1984 and has gained experience across a range of policing activities. Over his 26 years with the organisation he has worked extensively in forensic operations as well as general duties policing,"
dvi,"Over his 26 years with the organisation he has worked extensively in forensic operations as well as general duties policing, human resource management, business analysis and dignitary protection. Assistant Commissioner Slater was promoted to Assistant Commissioner in March 2010 and appointed to the role of National Manager Forensic and Data Centres. This position is responsible for the delivery of the"
dvi,"appointed to the role of National Manager Forensic and Data Centres. This position is responsible for the delivery of the AFP's forensic capabilities through six facilities across Australia as well as the Australian Bomb Data Centre, Australian Chemical Biological and Radiological Data Centre and the Australian Illicit Drug Data Centre. Assistant Commissioner Slater has been involved in a range of"
dvi,"Radiological Data Centre and the Australian Illicit Drug Data Centre. Assistant Commissioner Slater has been involved in a range of regional law enforcement capacity building initiatives in South East Asia and the Pacific. He was responsible for the development of the AFP's Forensic Counter Terrorism group, Forensic Rapid Response capability and the Regional Disaster Victim Identification Capacity Building project. In"
dvi,"the AFP's Forensic Counter Terrorism group, Forensic Rapid Response capability and the Regional Disaster Victim Identification Capacity Building project. In 2002, Assistant Commissioner Slater led the AFP forensic and disaster victim identification (DVI) responses to the Bali bombings for which he was awarded the Medal of the Order of Australia (OAM). In 2003, he led the forensic response to the"
dvi,"he was awarded the Medal of the Order of Australia (OAM). In 2003, he led the forensic response to the Marriott Hotel bombing in Jakarta and, in 2005, he undertook the role of Joint Chief of Staff (International) leading the international response to the tsunami in Thailand. Assistant Commissioner Slater was the AFP's DVI commander between 2003 and 2006 and"
dvi,"international response to the tsunami in Thailand. Assistant Commissioner Slater was the AFP's DVI commander between 2003 and 2006 and the Chair of the Australasian DVI Committee and member of the Interpol DVI Steering Committee between 2004 and 2006. Assistant Commissioner Slater has a Bachelor of Management (Employment Relations), Diploma of Applied Science (Forensic Investigation) and a Graduate Certificate in"
dvi,"Commissioner Slater has a Bachelor of Management (Employment Relations), Diploma of Applied Science (Forensic Investigation) and a Graduate Certificate in Management. 10- http://www.sunstar.com.ph/cagayan-de-oro/local-news/2011/12/21/nbi-conducts-forensic- exam-unclaimed-bodies-196827 NBI conducts forensic exam on unclaimed bodies By Annabelle L. Ricalde Wednesday, December 21, 2011 THE National Bureau of Investigation (NBI)-Manila is now conducting a Disaster Victim Identification (DVI) on unclaimed bodies that were placed at"
dvi,"National Bureau of Investigation (NBI)-Manila is now conducting a Disaster Victim Identification (DVI) on unclaimed bodies that were placed at a dumpsite in Zayas, Barangay Carmen, Cagayan de Oro City. Lawyer Jose Justo Yap, NBI-Northern Mindanao director, said the forensic examination is led by Dr. Wilfredo Tierra, Medico Legal Officer II. Yap said the process aims to help identify the"
dvi,"examination is led by Dr. Wilfredo Tierra, Medico Legal Officer II. Yap said the process aims to help identify the bodies more easily, citing at least two parties have claimed ownership of a woman who died in the flash floods. ""Hindi sila magkakilala pero silang dalawa ang nag-claim na relative daw nila 'yung patay na babae kaya ipa-DNA muna ito,"""
dvi,"""Hindi sila magkakilala pero silang dalawa ang nag-claim na relative daw nila 'yung patay na babae kaya ipa-DNA muna ito,"" Yap told Sun.Star Cagayan de Oro. Earlier, Mayor Vicente Emano approved the dumping of unclaimed bodies that were already emanating odor at the dumpsite after funeral parlors in the city refused to accept more bodies. More than 50 unclaimed bodies"
dvi,"odor at the dumpsite after funeral parlors in the city refused to accept more bodies. More than 50 unclaimed bodies were temporarily placed at the dumpsite for DVI. Dr. Tierra said the DVI is a tedious process in identifying a person, being done in three major procedures -- DNA, fingerprints and dental - as well as minor procedures that include"
dvi,"person, being done in three major procedures -- DNA, fingerprints and dental - as well as minor procedures that include body markings, jewelry and tattoos. ""After makunan ng DNA, fingerprints, dental at malagyan ng tag, puwede nang ilagay sa cadaver bag at ilibing temporary para madali ring kunin kung sakaling may mag-claim na relative,"" Tierra said. He said unclaimed bodies"
dvi,"bag at ilibing temporary para madali ring kunin kung sakaling may mag-claim na relative,"" Tierra said. He said unclaimed bodies could not be buried until it undergoes forensic examination. The City Government is now preparing an apartment type of tomb for the unclaimed bodies 11- http://www.policeassn.org.nz/newsroom/publications/featured-articles/day-life- of%E2%80%A6-disaster-victim-identification-unit A DAY IN THE LIFE OF... THE DISASTER VICTIM IDENTIFICATION UNIT Vol 45,"
dvi,"for the unclaimed bodies 11- http://www.policeassn.org.nz/newsroom/publications/featured-articles/day-life- of%E2%80%A6-disaster-victim-identification-unit A DAY IN THE LIFE OF... THE DISASTER VICTIM IDENTIFICATION UNIT Vol 45, No.8 | NZPA | Sat September 1st, 2012 Significant loss of life, at home and abroad, presents major challenges for the Police Disaster Victim Identification unit as the team aims to name every victim of our worst tragedies. Deb Stringer"
dvi,"the Police Disaster Victim Identification unit as the team aims to name every victim of our worst tragedies. Deb Stringer reports. In the aftermath of events such as earthquakes, tsunamis and aeroplane crashes, the Police Disaster Victim Identification (DVI) team is charged with identifying the often grisly remains of the people who have died. Importantly, they are acutely aware of"
dvi,"is charged with identifying the often grisly remains of the people who have died. Importantly, they are acutely aware of the anguish of relatives and friends who are waiting for confirmation of a loved one's death. Most of us might view the job as harrowing, grim and incredibly depressing; however, police officers trained in DVI see it as a chance"
dvi,"view the job as harrowing, grim and incredibly depressing; however, police officers trained in DVI see it as a chance to provide closure to a victim's family and friends. At times the work is painstakingly slow, but getting it right remains their priority as any mistakes or misunderstandings can make a difficult situation even worse. For example, following the 2002"
dvi,"remains their priority as any mistakes or misunderstandings can make a difficult situation even worse. For example, following the 2002 Bali bombings, Australian league player Craig Salvatori believed he could identify his wife and told media he was unable to get her back from officials. The following day the body was proven not to be that of his wife. In"
dvi,"get her back from officials. The following day the body was proven not to be that of his wife. In New Zealand, 160 police officers are trained in DVI. The national team also includes civilian specialists - a pathologist, forensic dentist, forensic photographer and fingerprint and scene specialist. Gore Area Commander Senior Sergeant Richard McPhail is a member of the"
dvi,"dentist, forensic photographer and fingerprint and scene specialist. Gore Area Commander Senior Sergeant Richard McPhail is a member of the national team and this year he received a Queen's Service Medal in recognition of the work he did following the 7.1 magnitude earthquake that struck Christchurch on February 22, 2011, in which 185 people died. Richard headed the mortuary unit"
dvi,"7.1 magnitude earthquake that struck Christchurch on February 22, 2011, in which 185 people died. Richard headed the mortuary unit and at the height of the operation had 120 staff working in a makeshift morgue at Burnham Army Military Camp. DVI staff from throughout the country helped out, along with international assistance from Australia, Japan, England, China, Thailand and Israel."
dvi,"DVI staff from throughout the country helped out, along with international assistance from Australia, Japan, England, China, Thailand and Israel. Like everywhere else in the city at the time, resources were scarce. Richard says the team had to use their ""No 8 wire skills"" and ""can-do attitude"" to ensure the process ran smoothly. ""Like most other jobs we attend, we"
dvi,"""No 8 wire skills"" and ""can-do attitude"" to ensure the process ran smoothly. ""Like most other jobs we attend, we aren't often afforded the luxury of ideal working conditions and at times we were working off the back of the truck, and we had to do all we could to source a generator. However, we were very thankful to the"
dvi,"truck, and we had to do all we could to source a generator. However, we were very thankful to the army for allowing us the space and giving us further support."" Supporting the team is another important aspect of the work, he says. ""Everyone wants to just keep working because they are so committed to getting it done, but it"
dvi,"work, he says. ""Everyone wants to just keep working because they are so committed to getting it done, but it is important they take care of themselves too, because this job can be mentally tiring."" To get through the toughest times, a strong sense of ""camaraderie"" and plenty of ""in-house banter"" helps, he says. ""Of course we have mandatory counselling"
dvi,"times, a strong sense of ""camaraderie"" and plenty of ""in-house banter"" helps, he says. ""Of course we have mandatory counselling to address these kinds of things, but I have always found that maintaining a good sense of humour with colleagues and staying positive is what gets you through in the end."" Having hobbies outside work and spending time with family"
dvi,"and staying positive is what gets you through in the end."" Having hobbies outside work and spending time with family and friends are other strategies that he uses to deal with the trauma of the job. ""I live on a farm, so it's easy to get away from it all; motorbikes are one of my passions, so I spend a"
dvi,"farm, so it's easy to get away from it all; motorbikes are one of my passions, so I spend a lot of time working on them during my time off."" Having plenty of experience in dealing with traumatic incidents also comes in handy. ""This can really be said for all DVI staff, because most of the guys we are working"
dvi,"comes in handy. ""This can really be said for all DVI staff, because most of the guys we are working with have been with Police for 25 years plus. We probably look at things a bit differently when we attend a disaster or accident as we're not really looking at the wonderment of what has happened, but rather what do"
dvi,"a disaster or accident as we're not really looking at the wonderment of what has happened, but rather what do we need to get through it, to get things done. ""I think for most of us, there isn't very much we haven't seen, and as time goes on you get better at handling things anyway."" Richard says his most memorable"
dvi,"we haven't seen, and as time goes on you get better at handling things anyway."" Richard says his most memorable experiences have been working in Thailand following the 2004 Boxing Day tsunami and in Australia during the Victorian bush fires in 2009. ""Going to Thailand was a pretty eyeopening experience and it was a huge, huge operation that involved multiple"
dvi,"in 2009. ""Going to Thailand was a pretty eyeopening experience and it was a huge, huge operation that involved multiple agencies. ""We were working out of a temple, and one of the nicer aspects of the job was getting to identify some of the children who had been caught up in the disaster and returning them to their families."" He"
dvi,"identify some of the children who had been caught up in the disaster and returning them to their families."" He says he learnt valuable skills in both countries that meant he was well prepared for the aftermath of the Christchurch earthquake. ""In the end, the death toll reached 185, but we actually completed 280 separate examinations."" The DVI process is"
dvi,"earthquake. ""In the end, the death toll reached 185, but we actually completed 280 separate examinations."" The DVI process is split into five stages (see sidebar) and involves two separate phases that take place simultaneously. The first - the post-mortem phase - is rigorously scientific and clinical; the second - the ante-mortem phase - is about the more emotional, human"
dvi,"phase - is rigorously scientific and clinical; the second - the ante-mortem phase - is about the more emotional, human side of the tragedy where staff collate a victim's personal markers and belongings to assist with matching DNA sampling and fingerprinting. Richard says the team members who worked in Christchurch should be proud of themselves. It would not have worked"
dvi,"fingerprinting. Richard says the team members who worked in Christchurch should be proud of themselves. It would not have worked so well, he says, if it hadn't been for all the wonderful people who worked so tirelessly for the cause. ""That's got to be one of the best parts of the job, the people you meet along the way, because"
dvi,"""That's got to be one of the best parts of the job, the people you meet along the way, because after a while you realise how much the team becomes almost like family, because you work so closely together."" Two other aspects of the work that have kept him in the job are the practical, handson problem-solving side of things"
dvi,"other aspects of the work that have kept him in the job are the practical, handson problem-solving side of things and the communication skills he has picked up over the years. ""Planning how the operation is going to be run, then keeping the media and public informed are all things I have got used to doing after running a few"
dvi,"then keeping the media and public informed are all things I have got used to doing after running a few operations and they are things I really enjoy. ""However, I think that if you take on this role you have to be competent and comfortable at what you're doing, even if things aren't quite up and running yet, because, during"
dvi,"to be competent and comfortable at what you're doing, even if things aren't quite up and running yet, because, during crisis situations, the public are fairly reliant on you for some sort of reassurance."" 12- http://www.usask.ca/greenandwhite/issues/2011/spring2011/features/cover_story.php When Disaster Strikes: Forensic Dentistry and Disaster Victim Identification by Beverly Fast When Swissair flight 111 crashed into the ocean off the coast of"
dvi,"Dentistry and Disaster Victim Identification by Beverly Fast When Swissair flight 111 crashed into the ocean off the coast of Nova Scotia in 1998, the impact rattled windows, shook homes and woke residents in nearby communities. The shockwaves reached even further. It was just after 10:30 p.m. on September 2nd when the sirens in Peggy's Cove went off. News that"
dvi,"further. It was just after 10:30 p.m. on September 2nd when the sirens in Peggy's Cove went off. News that a jetliner had gone down had Coast Guard ships racing to the area and local fishermen taking to their boats to join the search for survivors. In shallow seas about 14 kilometres offshore, they were met with the grim evidence"
dvi,"to join the search for survivors. In shallow seas about 14 kilometres offshore, they were met with the grim evidence of disaster. Flight 111 was travelling at an estimated 550 kilometres an hour when it hit the water. The jet shattered on impact, killing all 229 passengers and crew. When disaster strikes, the emergency rescue response is immediate. But an"
dvi,"shattered on impact, killing all 229 passengers and crew. When disaster strikes, the emergency rescue response is immediate. But an investigative process spanning federal, provincial, municipal and even international boundaries is also set in motion. One line of inquiry seeks to find out what happened and why. Another seeks to identify the victims--a task that requires the skills of a"
dvi,"to find out what happened and why. Another seeks to identify the victims--a task that requires the skills of a multidisciplinary team. Major Richard Groves (DMD'90) remembers getting the call asking him to stand ready. A career military man, Major Groves graduated from the Royal Military College of Canada with a Bachelor of Science in Honours Mathematics and Physics in"
dvi,"Groves graduated from the Royal Military College of Canada with a Bachelor of Science in Honours Mathematics and Physics in 1979. He served as a communications and electronics engineering officer around the world before switching his career focus to dentistry. As a member of the military, he was able to apply to schools across the country. The five-year program brought"
dvi,"As a member of the military, he was able to apply to schools across the country. The five-year program brought him to the University of Saskatchewan, where he graduated with his Doctor of Dental Medicine in 1990. Two years later, he took a training course in forensic odontology through the US Armed Forces Institute of Pathology. ""After I took the"
dvi,"he took a training course in forensic odontology through the US Armed Forces Institute of Pathology. ""After I took the course, I was on the list of people who could be used for disaster victim identification (DVI) operations,"" Major Groves says. Six years later, about to embark on his first mission as a member of the Canadian Forces Dental Services"
dvi,"says. Six years later, about to embark on his first mission as a member of the Canadian Forces Dental Services (CFDS) Forensic Team, he remembers being both nervous and excited. ""I had no actual experience with dental forensics--it's an essential military skill because we have to be able to identify soldiers lost in battle, but it's not something you use"
dvi,"military skill because we have to be able to identify soldiers lost in battle, but it's not something you use frequently."" Still, the desire to help was strong. He arrived in Halifax two weeks after the crash. By that time, a temporary morgue had been set up at CFB Shearwater outside Halifax. ""We got off the plane at noon and"
dvi,"a temporary morgue had been set up at CFB Shearwater outside Halifax. ""We got off the plane at noon and by 2:00 p.m. we were busy in the morgue. It was surreal,"" he says. ""The process was well established so we just started working. There was so much to be done, and you want to be useful."" Over the following"
dvi,"we just started working. There was so much to be done, and you want to be useful."" Over the following weeks, Major Groves joined pathologists, nurses, radiologists, x-ray technicians, RCMP photographers and fingerprint technicians, DNA specialists and other dentists working to identify human remains recovered from the sea, the shore and the submerged wreckage. Only one victim was visually identifiable."
dvi,"to identify human remains recovered from the sea, the shore and the submerged wreckage. Only one victim was visually identifiable. The remaining 228 had to be identified through a combination of medical and dental detective work. The forensic dentistry involved several tasks. The most difficult, both physically and emotionally, was the autopsy. The force of the impact meant Major Groves"
dvi,"several tasks. The most difficult, both physically and emotionally, was the autopsy. The force of the impact meant Major Groves and his colleagues were working with fragments. ""They didn't find every part of every person. At times, we were working with a single tooth attached to a bit of bone."" In forensic dentistry, it's the details that count. ""Whether it's"
dvi,"with a single tooth attached to a bit of bone."" In forensic dentistry, it's the details that count. ""Whether it's the tilt of a tooth root, the length of a root or the grid pattern of a bone, every detail is important. Sometimes, using dental records we could be sure. When we weren't sure, we shared what we had and"
dvi,"is important. Sometimes, using dental records we could be sure. When we weren't sure, we shared what we had and let the others narrow the focus. It's better to say you don't know than to guess wrong. It's absolutely essential that you don't misidentify anyone,"" Major Groves says. After taking x-rays and charting dental remains, he and his colleagues would"
dvi,"that you don't misidentify anyone,"" Major Groves says. After taking x-rays and charting dental remains, he and his colleagues would compare the results with existing dental records. ""One of the most frustrating things was that we didn't have dental records for everybody. By the time we closed down, we were only able to identify about half of the victims using"
dvi,"for everybody. By the time we closed down, we were only able to identify about half of the victims using dental records."" In lieu of dental evidence, the RCMP contacted next of kin and police in 12 different countries to collect fingerprints and DNA samples from victims' homes. By December, all of the victims had been identified--approximately 90 through dental"
dvi,"collect fingerprints and DNA samples from victims' homes. By December, all of the victims had been identified--approximately 90 through dental records, another 30 through fingerprints and x-rays, and more than 100 through DNA analysis. The analysis remains one of the largest DNA identification projects ever undertaken in Canada. In 1998, Major Groves was one of the junior forensic dentists on"
dvi,"largest DNA identification projects ever undertaken in Canada. In 1998, Major Groves was one of the junior forensic dentists on the team; today, he is one of the most senior. Currently the staff officer responsible for dental policy at National Defence Headquarters in Ottawa, he also holds the position of CFDS forensic odontologist. In 2010, he organized the CFDS component"
dvi,"Defence Headquarters in Ottawa, he also holds the position of CFDS forensic odontologist. In 2010, he organized the CFDS component of the DVI team that travelled to Haiti to identify Canadian victims of the earthquake. It was only the second time a CFDS DVI team had been pulled together. As in the Swissair flight 111 disaster, the efforts of Canadian"
dvi,"time a CFDS DVI team had been pulled together. As in the Swissair flight 111 disaster, the efforts of Canadian Forces forensic dentists helped bring closure and a sense of peace to the families of victims. The CFDS has approximately 25 personnel trained in DVI, either through the US program or the British Columbia Forensic Odontology Response Team in Vancouver."
dvi,"25 personnel trained in DVI, either through the US program or the British Columbia Forensic Odontology Response Team in Vancouver. 13- http://www.lamoncloa.gob.es/IDIOMAS/9/Gobierno/News/2012/20120226_SpanishNatlPolic e_SendsTeamToHonduras.htm Spanish National Police sends Disaster Victim Identification team to Honduras Sunday 26 February 2012 * Consisting of four officers from the General Commissariat of Forensic Police with expertise in dactyloscopy and necrology reporting, the team will help"
dvi,"four officers from the General Commissariat of Forensic Police with expertise in dactyloscopy and necrology reporting, the team will help with the task of identifying the bodies. * The DVI is being sent in response to a request from the Honduran authorities. It will leave on Tuesday 28 February and remain in Honduras for one week. The Spanish National Police"
dvi,Honduran authorities. It will leave on Tuesday 28 February and remain in Honduras for one week. The Spanish National Police are sending a specialist Disaster Victim Identification team (DVI) to Honduras in order to help identify the bodies of more than 350 inmates who lost their lives in the Comayagua prison fire. The multidisciplinary team consists of four officers from
dvi,than 350 inmates who lost their lives in the Comayagua prison fire. The multidisciplinary team consists of four officers from the General Commissariat of Forensic Police with expertise in dactyloscopy and necrology reporting. The DVI is being sent in response to a request from the Honduran authorities. It will leave on Tuesday 28 February and remain in Honduras for one
dvi,"to a request from the Honduran authorities. It will leave on Tuesday 28 February and remain in Honduras for one week. The Spanish experts will join the international organisation set up in Honduras following the tragedy. Several other Ibero-American countries are also involved in this organisation, including Chile, El Salvador, Mexico, Guatemala and Peru. The work to be carried out"
dvi,"are also involved in this organisation, including Chile, El Salvador, Mexico, Guatemala and Peru. The work to be carried out by the officers from the Spanish National Police will focus on the fingerprint identification of the bodies using necrology reporting techniques given that other identification methods have already been tried by neighbouring countries. Ready to respond quickly and efficiently The"
dvi,techniques given that other identification methods have already been tried by neighbouring countries. Ready to respond quickly and efficiently The General Commissariat of Forensic Police has a permanent Disaster Victim Identification team that is always ready and able to travel to the location of any major catastrophe in order to help other Forensic Police teams or officers from other countries
dvi,"to the location of any major catastrophe in order to help other Forensic Police teams or officers from other countries in the work they do. This team consists of the specialists deemed most suited to the task according to the nature, circumstances and location of the event. International experience The Honduran authorities are fully aware of the extensive experience that"
dvi,"nature, circumstances and location of the event. International experience The Honduran authorities are fully aware of the extensive experience that the Spanish National Police has when it comes to working in such circumstances, both in Spain and abroad, and have requested this team be sent to Honduras from Spain. Internationally-speaking, the Spanish Forensic Police has been requested in recent years"
dvi,"requested this team be sent to Honduras from Spain. Internationally-speaking, the Spanish Forensic Police has been requested in recent years to identify the victims of such disasters or conflicts as the war in Kosovo in 1999, the earthquake in Algeria in 2003 (which killed more than 2,200 people), the fire at a supermarket in Asuncion (Paraguay) in 2004 (which killed"
dvi,"in 2003 (which killed more than 2,200 people), the fire at a supermarket in Asuncion (Paraguay) in 2004 (which killed more than 400 people) and the tsunami in Thailand in 2005 (which killed more than two thousand Europeans). The help provided by Spanish experts was decisive in all these cases due to the various identification techniques they employ: DNA, forensic"
dvi,"provided by Spanish experts was decisive in all these cases due to the various identification techniques they employ: DNA, forensic anthropology, forensic odontology or dactyloscopy. The DVI team may be made up of the following: * A coordinator, with expertise in necroidentification, who will assume a leadership role regarding the work of the Forensic Police at the location * A"
dvi,"in necroidentification, who will assume a leadership role regarding the work of the Forensic Police at the location * A lophoscopist, with expertise in necroidentification * A specialist in forensic medicine and necroidentification * An expert in odontology and necroidentification * An expert in photography * An expert in video * A specialist in the taking of biological samples *"
dvi,* An expert in photography * An expert in video * A specialist in the taking of biological samples * A specialist in the taking of chemical samples * A specialist in ocular inspection using police techniques * A civil servant for support tasks and media relations * A computer expert 14-http://www.andrewlownie.co.uk/authors/christian-jennings/books/bosnias-million-bones- solving-the-worlds-greatest-forensic-science-puzzle Bosnia's Million Bones : Solving the world's
dvi,"servant for support tasks and media relations * A computer expert 14-http://www.andrewlownie.co.uk/authors/christian-jennings/books/bosnias-million-bones- solving-the-worlds-greatest-forensic-science-puzzle Bosnia's Million Bones : Solving the world's greatest forensic science puzzle What it would be like to be tasked with finding, exhuming from dozens of mass graves, and then identifying, using DNA technology, the intermingled human remains and mangled body- parts of the estimated 8,100 victims of"
dvi,"and then identifying, using DNA technology, the intermingled human remains and mangled body- parts of the estimated 8,100 victims of the 1995 Srebrenica massacre in eastern Bosnia? One leading forensic scientist commented that it would be like ""solving the world's greatest forensic science puzzle."" And in 1999 one DNA laboratory, run by one small international organisation in Sarajevo, the International"
